5.7772,5.6552,8.1041,3.9935
4.8034,5.0981,4.7885,5.4164
7.9806,5.2608,5.0768,4.7547
5.2466,7.7449,3.4343,3.4638
3.2647,6.0193,4.7763,5.2774
5.277,5.2492,4.9237,5.26
5.2482,7.3721,5.2468,7.3014
6.115,5.0154,3.7557,6.5083
5.3748,4.8679,5.024,6.495
6.0465,4.6066,5.2667,4.6643
5.2146,5.3215,4.1711,5.553
5.05,5.5672,5.3031,4.8684
5.4133,5.9141,7.0488,4.7016
3.3486,6.9496,6.1235,7.2313
6.6431,4.9891,6.9079,6.3462
5.6029,3.3666,5.0774,3.8431
5.0407,5.9501,5.3791,4.9364
4.9317,7.6522,3.5076,6.5841
5.1926,5.0509,5.1734,4.4583
4.8789,5.6426,5.9949,4.3512
4.4469,5.485,3.7114,3.9409
6.3326,5.1509,2.9258,5.7209
3.2007,4.8014,4.5889,5.4842
5.273,4.2487,6.6889,4.5972
3.6795,5.6083,5.2852,7.597
3.4281,5.3515,5.0582,7.755
5.2599,6.5116,4.2329,3.8668
7.1569,5.1053,3.5708,6.2878
5.0705,3.4786,4.3199,5.063
5.4965,6.7251,5.9918,7.2917
2.8997,4.9458,5.0664,6.9455
5.8765,7.0614,5.1203,2.7421
8.027,6.2318,4.4957,4.6774
7.3107,3.7515,3.6126,4.2983
7.6835,5.3216,6.6533,4.0461
3.8027,5.4719,5.1791,6.7304
8.1322,3.6457,7.3029,2.963
5.7212,2.844,6.3591,5.6859
4.9656,5.7475,5.3452,5.5255
3.3433,4.5594,3.4823,6.5557
5.5428,8.0602,4.9286,4.3577
5.1151,7.2218,7.1384,5.5539
6.9217,7.7072,7.2496,3.399
5.21,5.6619,6.0824,5.6788
5.3001,5.9373,4.9414,6.6619
5.3882,7.2226,3.3871,7.1779
5.6085,2.8528,4.9574,3.4587
4.9553,5.9392,6.1981,7.225
6.2573,5.7641,4.0544,5.568
4.8579,4.8631,5.5631,3.946
7.8027,5.034,5.2561,5.2722
4.9897,6.9459,7.1511,4.5512
5.1947,5.0182,7.3158,4.7685
5.0488,3.4708,6.6894,3.4555
5.6456,5.0631,6.9572,4.8195
7.0715,5.8728,4.9034,5.1976
7.1079,6.71,3.9577,5.4892
4.7612,4.7762,6.8792,5.5651
3.4566,6.6073,4.8376,3.9736
5.1456,7.5485,3.3931,3.3893
3.4657,7.6788,7.6276,5.4991
6.9832,5.577,4.9547,3.8946
7.1031,3.3894,7.7076,5.0165
3.7397,4.1263,4.7875,5.8922
4.9917,6.7378,2.9401,5.5583
7.469,4.8765,6.0631,3.6343
6.3454,5.3346,5.28,5.6257
5.004,4.8087,5.6427,6.7233
4.9709,4.0767,7.1822,5.3349
5.6079,7.2003,5.0715,5.4698
3.3879,4.3784,7.5575,5.188
5.499,3.4561,5.3172,3.2081
4.1886,5.1364,4.7219,7.6416
4.7084,3.4069,5.1735,3.7429
5.012,5.1515,3.4772,6.8174
5.2661,7.4729,4.998,4.8994
7.301,5.4312,5.0294,5.1832
3.3397,7.1731,5.0751,7.1158
4.8765,4.156,3.4333,8.244
7.5611,5.8239,5.543,3.6553
4.7879,4.6394,2.7798,5.2212
5.2227,4.7768,3.403,3.1986
7.157,5.9107,5.4735,5.6632
4.2636,3.4728,6.2291,7.3021
5.6016,5.4356,5.2951,5.3214
3.8657,5.3453,5.9297,6.2597
4.5545,5.2936,7.3378,6.6882
6.5909,7.4212,5.3591,4.8875
6.7492,3.2636,7.1289,5.3796
3.1872,5.7682,3.8078,5.399
5.8954,5.3586,5.5763,5.1836
5.1501,5.4063,3.9646,4.5961
5.6856,4.7208,5.3508,3.9241
5.9186,5.7487,3.5044,6.9268
6.9923,7.2232,5.0765,5.3834
4.9656,5.6493,4.9687,6.6802
5.018,4.6382,5.0508,6.0764
5.6374,5.2686,3.606,4.2425
6.8697,4.366,5.5181,6.9557
3.5735,6.2522,4.8101,5.6506
6.7168,3.6583,4.6931,4.7123
6.3168,3.7595,3.5736,5.1657
5.0241,4.991,4.8232,5.4034
5.8356,7.6192,5.1441,5.3103
6.0303,6.0753,7.4791,3.7624
6.1685,5.5053,7.6006,5.1912
5.3684,3.5849,7.3194,4.7603
3.5652,5.4141,4.4222,5.5686
6.7509,4.5551,5.0196,5.5868
5.5759,4.9189,6.3558,5.4045
4.0731,3.7687,5.4463,4.7875
2.7912,4.9365,4.1761,4.0034
6.2437,5.3518,3.207,5.2089
5.2231,4.2195,4.866,5.2311
5.6093,6.3591,7.3655,4.971
3.9637,3.3941,2.7934,5.2307
4.9945,4.8974,3.7655,3.5126
5.3099,3.7608,5.2773,6.1133
6.7115,3.0447,5.3585,4.9439
5.6182,7.004,5.1765,5.4287
6.8975,5.4999,5.077,5.6508
3.616,6.8432,3.483,5.0041
5.3584,6.5662,4.8021,4.7876
7.6822,5.5253,5.5252,4.0501
5.858,5.2604,5.3552,7.6586
4.6428,7.4279,5.0183,5.4477
3.4654,4.9366,4.9612,7.4165
5.1631,5.2622,5.5409,3.4628
5.345,4.3658,5.0864,5.4731
5.2774,6.152,3.7641,6.5087
5.2695,6.7362,6.7581,5.1629
5.3585,5.4272,4.7978,7.241
4.9768,3.7686,5.5031,5.0182
4.736,4.2058,5.3224,3.717
6.4556,4.895,4.8538,6.0503
5.2834,4.0726,3.2012,4.7242
7.0601,4.2792,4.286,5.5031
3.5546,5.5569,3.2003,4.5357
5.7452,7.4752,4.7761,5.289
2.8156,7.1857,5.2291,4.1252
4.8537,4.8039,4.7193,4.249
5.1267,7.2245,5.2867,5.5915
4.2783,5.4952,5.1781,4.5428
3.421,6.8922,5.2482,5.4989
6.012,5.0166,4.0054,6.8336
5.1772,6.9923,6.3654,6.4314
4.3479,4.0127,4.8252,5.9713
5.1278,3.8777,3.3628,5.745
4.0175,5.0997,5.2578,6.2595
7.953,6.6878,5.5567,6.9482
5.9241,7.3945,3.8595,3.8844
3.7512,5.5681,5.1964,6.7693
5.0169,6.8093,6.2993,5.6405
5.216,5.1825,5.3,6.4468
4.3047,3.6311,5.4821,3.3376
7.4153,4.6059,5.2776,6.2858
3.2104,3.6844,4.9506,8.0121
4.5566,5.4431,5.5981,4.0831
4.8973,5.1957,5.1784,5.7445
3.2747,4.4935,4.2493,7.1832
4.9309,4.678,5.163,5.2774
4.7952,3.7402,6.9082,6.7769
6.0075,6.3317,6.1624,5.639
6.6434,6.6317,4.6158,4.4223
5.0906,3.9313,5.4303,3.521
3.8494,5.5271,5.3112,7.5746
5.9597,7.1574,4.7984,4.8097
4.9617,5.2072,4.8241,3.7811
3.5476,7.5644,5.4917,5.1812
6.8179,3.479,6.771,4.9759
7.1512,4.7747,3.9878,5.446
5.1738,5.1118,4.6434,6.5733
5.7775,5.2093,5.4722,4.9836
4.9236,5.0165,3.5718,5.8021
5.2796,6.5631,5.0862,4.642
6.8885,3.6954,6.7493,7.4714
3.6612,5.2244,7.0482,5.3607
5.079,5.1461,3.4064,5.3474
5.862,5.1373,5.0989,5.1829
4.8141,6.6603,5.9943,5.061
4.8217,4.9585,3.8205,5.3772
8.2271,5.0891,4.6714,7.1072
5.4461,6.4824,6.3081,5.0845
4.323,5.6288,5.294,6.5739
4.0647,3.6956,5.2479,5.6455
6.0921,4.8028,5.035,6.388
7.6473,4.5192,4.9594,4.8787
3.4631,4.9559,5.5735,5.3708
5.0491,4.6911,5.4604,4.7401
5.2484,5.0168,5.9377,3.6548
6.0621,4.7113,3.6597,4.9553
3.5921,2.6663,4.093,4.7878
4.7276,3.522,4.8944,7.544
5.1884,7.2718,5.3158,3.6962
6.6615,4.5363,5.1843,3.8271
3.9639,7.1937,7.4828,4.5436
5.3548,7.3272,2.967,5.8577
5.3894,2.4406,2.8695,6.6623
6.7382,5.4967,3.5644,3.5556
4.9898,6.237,7.8476,5.3352
3.1463,5.5676,4.8961,5.017
2.7858,5.1444,3.4719,6.0062
3.6528,4.7847,5.8145,4.9704
5.2596,4.3648,7.3023,6.2723
3.9065,6.3458,3.4122,7.6395
4.1881,5.0748,3.4807,5.1426
5.9948,3.7438,5.0887,5.2746
5.6498,5.0354,3.3922,4.5642
4.7885,3.5517,3.4567,4.219
6.1074,5.1418,5.9245,7.3806
4.5894,4.6772,7.0481,3.3688
5.2577,4.8248,3.5948,5.342
3.3707,4.0042,5.0428,4.9592
4.6183,5.1435,5.9108,5.2291
5.0202,3.3946,3.2093,4.6059
2.6395,2.5948,2.6786,4.7607
5.0085,5.0585,5.1399,3.6921
6.5312,2.9341,7.3728,3.4642
4.0903,3.2719,5.3675,3.9592
5.3458,5.6167,5.5109,4.8387
6.1717,4.8723,5.6735,2.8786
5.3175,3.3708,3.6314,7.3428
5.1768,7.639,4.2628,3.9193
7.3591,5.2391,5.3316,7.4264
4.8225,5.3585,5.9715,7.3452
4.5699,3.8179,5.149,4.7799
5.9698,2.7606,4.4528,4.7088
5.0199,5.3126,6.3839,7.5762
5.2258,4.0882,5.1128,5.4723
3.7758,3.6025,3.9391,3.4105
4.7597,3.9635,4.0554,5.0785
4.8005,4.4061,7.7193,5.7151
5.313,5.0532,6.915,5.0507
5.9708,4.8767,5.1119,4.8671
4.365,4.1487,4.9523,3.8068
3.8874,5.1456,7.6226,3.7603
5.1898,5.2102,6.4815,4.9352
5.0427,5.1371,5.3384,4.9315
4.6923,5.9316,4.947,3.6462
4.7757,6.7233,4.7877,7.8412
4.4709,4.354,5.08,5.4962
4.9614,7.1047,5.6886,4.884
5.4275,5.6426,5.2622,4.7983
4.8767,5.2302,5.0903,5.2772
5.0323,6.7198,5.2188,5.2722
5.3507,4.2573,3.1365,5.0884
3.8881,3.4804,6.868,3.0849
6.9124,4.5521,4.0189,7.5787
4.5887,5.3345,6.3166,3.6341
3.5158,2.6781,7.4946,7.3241
4.961,3.9887,4.2487,3.3909
6.4166,6.4617,7.5751,5.9665
4.9819,5.33,7.3927,4.7602
5.6059,5.2467,3.4709,5.0955
4.6029,5.6952,5.3251,7.1164
6.3088,5.5871,6.6289,5.7025
7.016,7.1584,4.7599,4.9271
4.0373,4.9685,3.8116,5.5689
6.7942,3.6817,6.2549,5.4728
5.1504,5.0857,3.2034,4.126
3.9941,3.6633,4.7198,7.5444
5.7115,4.848,4.8517,7.2903
5.6358,3.5218,4.0852,5.0415
3.8309,4.9146,5.0617,5.2189
5.3409,5.2975,5.0345,5.8365
5.3757,4.8774,5.1116,4.985
4.7534,5.7372,3.489,4.4221
2.7506,7.3019,4.5193,3.5232
5.4851,5.0065,4.519,5.0965
5.9949,4.99,9.8126,6.8232
3.983,5.2847,6.3294,3.964
5.5795,5.0426,4.9422,4.87
7.6815,4.9345,5.4374,4.8371
6.2395,4.7813,4.7988,6.5637
6.3667,5.1601,5.1476,4.9421
5.5176,4.7447,8.1922,4.2424
5.9115,5.0967,4.992,4.1062
6.2391,5.1294,5.0646,4.8325
5.2355,5.3115,3.8673,3.3624
3.8086,3.5648,6.7298,5.0825
4.9776,4.7199,4.8378,6.1581
7.343,6.8999,7.5947,3.8208
5.7172,7.0845,6.7161,6.3385
5.0199,4.6965,4.9923,5.4801
4.9356,4.972,5.1889,3.2142
5.764,5.0746,3.6879,4.9833
5.313,7.0954,6.5528,4.9839
7.06,3.6332,7.0039,5.181
5.2189,6.5115,3.8791,4.7512
5.6194,6.9223,2.9639,4.6957
5.3365,2.2704,5.3286,3.0447
4.7685,5.0585,3.5857,6.6599
6.7224,3.8798,4.992,4.7131
5.2798,4.9948,6.1318,5.4684
3.5211,6.7372,4.2182,2.9953
6.0836,3.1814,6.7154,5.8618
5.136,3.2133,5.173,6.2316
5.3461,7.6823,5.2072,4.3314
3.6549,7.213,5.3431,4.0732
5.1961,8.0369,5.2652,3.5668
3.6604,5.9164,3.8532,5.1418
6.9302,3.3891,3.8069,3.2321
4.0047,6.5433,5.0168,3.4633
7.2188,7.2683,5.5024,5.1339
4.6955,5.8991,6.8361,4.9816
4.9425,8.1922,6.3085,3.4812
5.4465,4.8907,7.9374,5.4869
5.6375,3.4732,5.4796,7.0595
7.1284,7.4084,4.8676,3.8227
7.6397,4.9887,4.6545,5.3056
5.0428,7.3011,6.8631,3.8952
4.7603,5.1422,5.0536,5.6414
5.5797,3.1992,5.1704,4.0665
4.8246,5.158,4.5087,3.2119
5.5822,4.0312,5.3512,4.9921
5.329,3.9607,3.2167,5.4385
4.9656,6.1933,5.0858,5.045
3.7626,4.8768,4.4267,5.2697
4.8068,5.1723,7.2411,5.2294
4.7247,5.8731,3.4733,6.703
7.0795,5.8125,6.2275,5.0299
6.6271,6.3008,5.1443,6.4179
5.6353,4.8223,5.4289,3.2086
5.4481,4.4249,6.4032,4.1517
6.2626,7.2977,2.7917,5.6411
6.4063,4.6109,5.0613,6.1057
3.8314,6.924,5.4844,5.8098
5.1851,5.325,6.8092,8.223
6.8847,5.6792,4.7878,3.4821
4.9918,7.1754,4.9348,5.2303
5.0563,7.0276,3.3518,6.3318
4.9038,7.6606,5.4383,5.0355
3.7701,5.6506,4.5557,7.0973
2.9255,5.7501,4.8703,7.2009
4.7752,4.9031,3.1404,4.9527
3.3492,7.6032,4.2277,5.1691
3.8642,NaN,4.642,5.1842
2.9353,4.772,3.3368,7.4272
2.6835,3.4487,5.0447,5.0165
4.9611,5.1165,4.5131,5.3809
3.5152,3.7109,2.7492,5.5478
5.1034,3.8738,5.0578,4.256
5.3913,5.9662,4.7034,5.3212
5.6733,6.6868,5.1507,7.3309
5.7012,5.0044,5.7368,5.3545
4.8907,5.474,5.1492,5.018
4.2274,3.9925,3.7173,5.2653
3.0836,4.635,4.9451,5.1416
3.4111,7.3109,4.5039,6.0687
7.7421,4.9588,3.9394,4.3732
4.9614,5.5867,5.0855,5.3283
7.1474,4.8965,5.3374,5.4359
3.1287,3.7643,5.2186,6.6268
4.7127,5.191,7.3452,6.2916
6.9457,4.9035,3.8498,6.1538
4.0862,7.0007,4.051,6.9079
6.1689,7.2811,4.4194,5.1161
5.1772,4.0862,5.2698,7.9725
4.9701,3.6124,5.5186,4.7525
3.3713,5.0252,4.8789,5.0762
7.1678,5.1101,5.0091,5.7797
5.3004,4.3809,3.8606,3.4669
4.5507,5.1307,3.8688,4.9945
3.2044,5.1052,5.6389,6.8484
6.0663,6.7893,6.6879,5.1038
3.8121,2.8081,5.0163,2.8898
6.7095,5.0082,5.1191,6.8177
6.6809,6.5906,4.773,4.6788
4.4286,5.4719,5.3989,7.1278
5.735,6.7604,5.0701,4.0216
4.645,2.6569,5.2542,5.1185
5.5686,5.4443,5.3129,5.1422
4.9832,5.8058,5.1803,4.9965
4.939,5.1849,6.2361,4.2729
6.8309,4.9631,5.0642,3.8124
4.6386,5.8304,5.5254,3.2075
4.3859,6.8506,6.9404,3.5258
5.2678,3.2066,4.9965,5.6141
4.9266,8.1495,6.2365,5.1337
3.6626,6.993,4.3977,5.1308
5.15,6.5909,6.2371,5.4619
3.597,3.4726,6.3128,5.3897
6.3313,5.2774,3.8517,4.6287
7.3455,3.3423,4.9946,4.7919
7.8482,5.1118,4.9387,3.4632
4.3661,4.2751,5.3104,4.2484
5.0559,6.4043,7.5312,6.5743
4.9359,4.1132,4.1483,4.7657
5.01,5.0508,6.7308,5.3882
4.9093,5.3684,5.1282,6.6699
3.9281,4.2286,3.4363,5.0957
5.1802,6.7277,4.9473,4.6715
7.5192,5.6551,5.0953,5.805
7.7187,7.4311,5.0511,2.7819
5.1567,3.3894,5.9274,4.8109
4.9082,3.9394,2.8558,5.8926
7.3112,4.9919,3.2126,5.1711
4.9442,7.4872,4.9361,5.0647
5.9241,7.0065,7.2108,6.0054
3.6323,5.0542,5.1502,4.09
5.9983,5.6955,5.5687,7.3038
4.936,4.7186,6.2986,7.0289
5.4166,5.1787,7.1466,5.2296
5.4685,5.8302,4.8565,4.8943
5.0259,5.4166,5.3128,6.795
5.0825,6.9889,4.3681,6.4885
5.6395,5.1994,5.9296,4.544
4.9359,7.4838,4.3318,5.3276
4.9309,5.0446,4.7354,7.3951
8.5226,4.2778,3.9158,5.6042
3.8172,5.1736,3.5671,5.3594
5.1958,6.8197,4.6972,7.2309
7.578,5.6785,4.5892,3.522
5.6978,7.4395,3.9047,7.1837
6.7301,3.4891,4.8104,4.0466
6.1342,4.9043,3.7986,5.3148
7.0764,6.0784,4.761,5.4962
6.4083,4.2817,4.9307,3.797
3.5022,5.5569,4.1465,5.0762
4.8041,3.2276,5.27,4.7565
3.0927,6.4733,3.6318,4.9049
5.3715,4.6937,5.2575,5.1268
5.2371,5.2987,4.2641,7.0798
3.9537,4.9666,5.1505,6.4477
5.0196,3.759,5.5683,6.4078
4.9967,5.4481,6.9721,5.3478
5.0766,3.3902,4.3667,6.2211
4.6268,4.3387,4.9241,8.0544
6.0062,4.8775,4.9479,4.6443
5.134,5.1799,4.9449,5.624
4.4241,4.5272,4.7725,3.2122
7.0216,5.9138,4.4536,4.9941
4.7723,3.9453,4.9908,3.4639
4.7748,4.8981,3.6104,3.8216
5.1254,5.049,4.0362,5.4558
3.9316,6.737,6.9884,6.9895
7.1868,4.0849,5.1269,3.7765
5.1739,5.1708,4.5436,4.0061
2.9144,6.9429,8.2579,5.6435
5.0949,5.0442,5.0898,5.5451
5.01,3.7399,5.1411,5.2545
5.8306,6.8104,4.6956,5.4396
3.652,4.341,6.8879,3.964
