4.1389,2.9686,4.2961
4.636,4.1149,4.2647
6.3625,5.6372,5.8793
2.5836,5.2237,3.9202
2.852,4.3612,6.2554
5.4257,4.7129,6.4972
4.1713,4.6391,4.0963
4.5135,3.9277,4.4101
4.4327,4.0949,3.6355
5.5851,4.3817,4.4146
2.9004,3.552,4.0974
5.8328,4.1895,3.3267
3.0734,3.9364,5.0118
3.5207,2.5577,4.1684
4.4771,4.6489,2.5052
3.5213,4.4741,4.2192
6.2753,5.5268,3.9604
4.6493,3.2184,4.7723
3.8718,4.5278,6.0885
2.5223,4.4931,5.2971
5.6021,2.5951,4.0519
4.9095,4.1213,4.2372
4.4958,4.2538,3.0657
4.2665,5.2405,4.1105
4.3609,4.6795,4.4889
2.8281,3.8806,3.2772
4.0879,6.7954,5.6938
2.4459,4.4265,3.5973
4.2266,4.4271,4.2212
3.4123,4.1919,5.4697
4.3807,4.1414,4.087
4.6119,4.0858,3.3908
5.5553,4.3562,4.3589
4.5179,4.2203,2.5975
4.5753,4.0975,6.1198
6.1715,3.6798,4.8139
6.9216,4.4148,2.8359
3.0052,4.1526,4.8072
4.2003,3.8833,4.8167
3.0321,7.1699,4.0949
5.1239,5.6949,4.6711
3.226,4.0011,4.3179
4.4113,5.8888,4.4487
4.1911,2.9392,3.3693
2.6638,4.6867,4.023
4.3252,3.9622,5.7341
4.2664,6.242,4.3609
6.3894,4.2876,5.9618
4.6527,5.5996,4.267
4.2563,4.5025,2.873
7.9823,4.0978,4.4949
4.3321,5.7505,6.0939
5.9054,4.8083,5.7513
4.1215,4.0599,7.1293
4.3197,4.2465,4.3578
4.2206,4.2888,4.1206
3.8801,4.1204,4.1348
3.4981,4.186,4.4544
4.1252,4.3283,4.3289
3.0867,4.2102,4.541
5.5022,4.333,4.1745
5.748,4.1134,3.4141
4.4535,5.8241,3.2534
4.3114,3.0405,4.3257
4.3041,4.8678,5.4784
2.4197,3.8823,5.9479
3.5533,4.2214,4.2868
3.3696,3.2244,6.1092
6.4495,2.5833,4.6834
6.4818,4.328,5.6778
4.3576,4.1404,5.9311
4.3551,3.497,3.3286
4.2334,6.2743,2.5273
4.0318,3.5818,3.5517
3.5898,5.9054,4.0864
4.8114,3.4151,4.2448
4.5335,4.7541,4.3249
2.6448,2.3078,4.0329
4.2615,4.1913,2.3652
4.4328,6.0014,5.8803
4.4051,4.0988,4.4422
4.6083,6.2909,2.4196
4.1406,3.8215,4.2944
4.61,5.737,4.4451
4.3567,6.2463,4.3578
2.5585,4.5473,5.5558
4.4875,4.3417,3.904
4.3651,3.8262,4.6329
5.0589,5.8998,4.3557
4.8225,4.9033,4.3295
5.7659,2.8324,4.0393
4.6455,4.5496,4.3468
7.0157,5.1219,4.2573
5.9334,4.3631,4.4057
4.334,4.4107,4.1751
4.2212,3.9078,5.3121
5.5885,4.3261,4.4842
5.3052,4.5842,4.453
5.7355,4.2886,4.0649
4.1392,4.2818,4.2182
6.5995,4.3145,6.0415
4.921,3.08,4.1426
4.1074,6.2014,6.6898
5.5788,4.253,4.5631
4.0224,6.0574,4.2848
4.3248,5.4159,5.7592
4.3313,5.7583,4.7719
3.9639,5.863,4.8979
4.1402,4.7757,3.2593
5.1394,6.0397,4.2117
5.8945,4.5567,2.8646
4.2881,4.1895,2.9616
5.1496,4.1657,2.8316
2.4319,5.2522,3.9594
2.8643,4.443,6.5523
6.5449,2.5959,6.0604
2.9889,3.8843,3.4193
2.9513,5.6118,4.7063
4.2274,5.9471,5.7674
4.0674,4.2196,2.7626
3.467,5.7697,3.4922
5.6334,4.1748,3.9215
6.0554,4.1685,4.3936
5.0792,2.8254,4.3572
4.2524,3.478,4.1162
5.4276,4.3254,5.8214
3.4444,4.0301,5.9002
3.5827,3.9835,4.235
3.5455,3.0135,4.3468
2.519,3.7743,5.5118
4.6093,4.7465,5.3973
6.611,3.3551,4.21
4.3501,4.2878,2.7363
3.0367,3.6862,4.4314
3.9983,4.6932,4.6422
3.2992,4.3485,6.0862
4.4841,6.7518,5.7495
4.0388,4.3132,5.7218
4.2822,4.0856,2.469
4.3276,6.3628,4.4871
3.3418,6.3313,4.2531
4.2474,4.3932,4.286
3.8784,4.6514,5.1841
4.552,5.2567,4.1995
4.2106,4.3033,2.9394
3.4976,3.5682,4.9033
4.373,4.5462,6.6292
6.2571,2.9968,3.5806
3.9716,4.4097,4.0695
4.2114,4.5509,5.7371
4.8839,4.4954,4.0053
4.3842,NaN,3.166
4.0966,2.5269,3.5686
4.174,2.9492,4.3333
5.8706,4.2009,6.2643
4.8531,4.3761,4.2875
4.2207,4.2513,6.146
3.3183,4.7651,2.9737
4.9267,3.8332,4.0092
4.0954,5.5541,3.9298
4.3867,4.2849,5.9165
2.9755,4.9985,5.8238
6.7329,4.5508,2.4205
4.1399,4.609,4.6363
4.6355,5.6,2.5899
2.8943,4.0851,4.4212
4.2888,5.3417,4.3461
4.3534,4.5826,4.2598
3.9984,4.3313,3.4264
3.1498,7.4707,4.8945
5.1971,4.3629,4.412
3.3147,3.8329,2.5818
4.0257,5.6701,2.3165
3.1796,4.5028,6.1086
4.5382,3.9747,3.2867
2.7384,3.315,3.4233
3.3,4.2375,4.5126
5.7389,4.8113,3.0196
5.0802,3.1862,4.6053
4.814,4.2361,4.2819
4.2333,3.4138,4.261
4.3272,5.8999,4.6418
3.4999,5.6962,4.6353
5.9587,3.5967,6.2639
4.7793,5.6001,6.9888
6.2729,4.8443,4.4533
4.4543,5.8262,3.8463
4.4775,6.2594,5.2686
