,individual_id_i,apt_id_j,family_size_i,logsqfeet_j,bath_j,outdoor_j,y_ij
44,2,4,2,6.451447030439853,1,0,0
45,2,5,2,6.534863445375057,1,0,0
46,2,6,2,6.571389973206757,1,1,0
47,2,7,2,6.631523865804057,2,0,0
48,2,8,2,6.465911250911353,1,0,0
49,2,9,2,6.4370981309470325,2,0,0
50,2,10,2,6.714687526725715,1,0,0
51,2,11,2,6.334515820149336,1,1,0
52,2,12,2,6.579398711617136,1,1,1
53,2,13,2,6.536994886047653,2,1,0
54,2,14,2,6.644498415679006,2,1,0
55,2,15,2,6.489550104642904,1,0,0
56,2,16,2,6.394917092057447,1,0,0
57,2,17,2,6.568609389955854,1,0,0
58,2,18,2,6.340146576118668,1,1,0
59,2,19,2,6.390820519739856,2,0,0
60,3,0,2,6.586632020803604,1,0,0
61,3,1,2,6.599849324346432,1,1,0
62,3,2,2,6.4672988656217045,1,0,0
63,3,3,2,6.5766495872403805,1,0,0
64,3,4,2,6.451447030439853,1,0,0
65,3,5,2,6.534863445375057,1,0,0
66,3,6,2,6.571389973206757,1,1,0
67,3,7,2,6.631523865804057,2,0,0
68,3,8,2,6.465911250911353,1,0,0
69,3,9,2,6.4370981309470325,2,0,0
70,3,10,2,6.714687526725715,1,0,0
71,3,11,2,6.334515820149336,1,1,0
72,3,12,2,6.579398711617136,1,1,0
73,3,13,2,6.536994886047653,2,1,0
74,3,14,2,6.644498415679006,2,1,1
75,3,15,2,6.489550104642904,1,0,0
76,3,16,2,6.394917092057447,1,0,0
77,3,17,2,6.568609389955854,1,0,0
78,3,18,2,6.340146576118668,1,1,0
79,3,19,2,6.390820519739856,2,0,0
80,4,0,1,6.586632020803604,1,0,0
81,4,1,1,6.599849324346432,1,1,0
82,4,2,1,6.4672988656217045,1,0,0
83,4,3,1,6.5766495872403805,1,0,0
84,4,4,1,6.451447030439853,1,0,0
85,4,5,1,6.534863445375057,1,0,0
86,4,6,1,6.571389973206757,1,1,0
87,4,7,1,6.631523865804057,2,0,0
88,4,8,1,6.465911250911353,1,0,0
89,4,9,1,6.4370981309470325,2,0,0
90,4,10,1,6.714687526725715,1,0,0
91,4,11,1,6.334515820149336,1,1,0
92,4,12,1,6.579398711617136,1,1,0
93,4,13,1,6.536994886047653,2,1,0
94,4,14,1,6.644498415679006,2,1,0
95,4,15,1,6.489550104642904,1,0,0
96,4,16,1,6.394917092057447,1,0,0
97,4,17,1,6.568609389955854,1,0,0
98,4,18,1,6.340146576118668,1,1,0
99,4,19,1,6.390820519739856,2,0,1
100,5,0,1,6.586632020803604,1,0,0
101,5,1,1,6.599849324346432,1,1,0
102,5,2,1,6.4672988656217045,1,0,0
103,5,3,1,6.5766495872403805,1,0,0
104,5,4,1,6.451447030439853,1,0,0
105,5,5,1,6.534863445375057,1,0,0
106,5,6,1,6.571389973206757,1,1,0
107,5,7,1,6.631523865804057,2,0,0
108,5,8,1,6.465911250911353,1,0,0
109,5,9,1,6.4370981309470325,2,0,0
110,5,10,1,6.714687526725715,1,0,0
111,5,11,1,6.334515820149336,1,1,0
112,5,12,1,6.579398711617136,1,1,0
113,5,13,1,6.536994886047653,2,1,1
114,5,14,1,6.644498415679006,2,1,0
115,5,15,1,6.489550104642904,1,0,0
116,5,16,1,6.394917092057447,1,0,0
117,5,17,1,6.568609389955854,1,0,0
118,5,18,1,6.340146576118668,1,1,0
119,5,19,1,6.390820519739856,2,0,0
120,6,0,3,6.586632020803604,1,0,0
121,6,1,3,6.599849324346432,1,1,0
122,6,2,3,6.4672988656217045,1,0,0
123,6,3,3,6.5766495872403805,1,0,0
124,6,4,3,6.451447030439853,1,0,0
125,6,5,3,6.534863445375057,1,0,0
126,6,6,3,6.571389973206757,1,1,0
127,6,7,3,6.631523865804057,2,0,0
128,6,8,3,6.465911250911353,1,0,0
129,6,9,3,6.4370981309470325,2,0,0
130,6,10,3,6.714687526725715,1,0,0
131,6,11,3,6.334515820149336,1,1,0
132,6,12,3,6.579398711617136,1,1,0
133,6,13,3,6.536994886047653,2,1,1
134,6,14,3,6.644498415679006,2,1,0
135,6,15,3,6.489550104642904,1,0,0
136,6,16,3,6.394917092057447,1,0,0
137,6,17,3,6.568609389955854,1,0,0
138,6,18,3,6.340146576118668,1,1,0
139,6,19,3,6.390820519739856,2,0,0
140,7,0,2,6.586632020803604,1,0,0
141,7,1,2,6.599849324346432,1,1,1
142,7,2,2,6.4672988656217045,1,0,0
143,7,3,2,6.5766495872403805,1,0,0
144,7,4,2,6.451447030439853,1,0,0
145,7,5,2,6.534863445375057,1,0,0
146,7,6,2,6.571389973206757,1,1,0
147,7,7,2,6.631523865804057,2,0,0
148,7,8,2,6.465911250911353,1,0,0
149,7,9,2,6.4370981309470325,2,0,0
150,7,10,2,6.714687526725715,1,0,0
151,7,11,2,6.334515820149336,1,1,0
152,7,12,2,6.579398711617136,1,1,0
153,7,13,2,6.536994886047653,2,1,0
154,7,14,2,6.644498415679006,2,1,0
155,7,15,2,6.489550104642904,1,0,0
156,7,16,2,6.394917092057447,1,0,0
157,7,17,2,6.568609389955854,1,0,0
158,7,18,2,6.340146576118668,1,1,0
159,7,19,2,6.390820519739856,2,0,0
160,8,0,3,6.586632020803604,1,0,0
161,8,1,3,6.599849324346432,1,1,0
162,8,2,3,6.4672988656217045,1,0,0
163,8,3,3,6.5766495872403805,1,0,0
164,8,4,3,6.451447030439853,1,0,0
165,8,5,3,6.534863445375057,1,0,0
166,8,6,3,6.571389973206757,1,1,0
167,8,7,3,6.631523865804057,2,0,0
168,8,8,3,6.465911250911353,1,0,0
169,8,9,3,6.4370981309470325,2,0,0
170,8,10,3,6.714687526725715,1,0,1
171,8,11,3,6.334515820149336,1,1,0
172,8,12,3,6.579398711617136,1,1,0
173,8,13,3,6.536994886047653,2,1,0
174,8,14,3,6.644498415679006,2,1,0
175,8,15,3,6.489550104642904,1,0,0
176,8,16,3,6.394917092057447,1,0,0
177,8,17,3,6.568609389955854,1,0,0
178,8,18,3,6.340146576118668,1,1,0
179,8,19,3,6.390820519739856,2,0,0
180,9,0,1,6.586632020803604,1,0,0
181,9,1,1,6.599849324346432,1,1,0
182,9,2,1,6.4672988656217045,1,0,0
183,9,3,1,6.5766495872403805,1,0,0
184,9,4,1,6.451447030439853,1,0,0
185,9,5,1,6.534863445375057,1,0,0
186,9,6,1,6.571389973206757,1,1,0
187,9,7,1,6.631523865804057,2,0,0
188,9,8,1,6.465911250911353,1,0,0
189,9,9,1,6.4370981309470325,2,0,0
190,9,10,1,6.714687526725715,1,0,1
191,9,11,1,6.334515820149336,1,1,0
192,9,12,1,6.579398711617136,1,1,0
193,9,13,1,6.536994886047653,2,1,0
194,9,14,1,6.644498415679006,2,1,0
195,9,15,1,6.489550104642904,1,0,0
196,9,16,1,6.394917092057447,1,0,0
197,9,17,1,6.568609389955854,1,0,0
198,9,18,1,6.340146576118668,1,1,0
199,9,19,1,6.390820519739856,2,0,0
200,10,0,2,6.586632020803604,1,0,0
201,10,1,2,6.599849324346432,1,1,0
202,10,2,2,6.4672988656217045,1,0,0
203,10,3,2,6.5766495872403805,1,0,0
204,10,4,2,6.451447030439853,1,0,0
205,10,5,2,6.534863445375057,1,0,0
206,10,6,2,6.571389973206757,1,1,0
207,10,7,2,6.631523865804057,2,0,0
208,10,8,2,6.465911250911353,1,0,0
209,10,9,2,6.4370981309470325,2,0,0
210,10,10,2,6.714687526725715,1,0,0
211,10,11,2,6.334515820149336,1,1,0
212,10,12,2,6.579398711617136,1,1,0
213,10,13,2,6.536994886047653,2,1,0
214,10,14,2,6.644498415679006,2,1,1
215,10,15,2,6.489550104642904,1,0,0
216,10,16,2,6.394917092057447,1,0,0
217,10,17,2,6.568609389955854,1,0,0
218,10,18,2,6.340146576118668,1,1,0
219,10,19,2,6.390820519739856,2,0,0
220,11,0,3,6.586632020803604,1,0,0
221,11,1,3,6.599849324346432,1,1,0
222,11,2,3,6.4672988656217045,1,0,0
223,11,3,3,6.5766495872403805,1,0,0
224,11,4,3,6.451447030439853,1,0,0
225,11,5,3,6.534863445375057,1,0,0
226,11,6,3,6.571389973206757,1,1,0
227,11,7,3,6.631523865804057,2,0,0
228,11,8,3,6.465911250911353,1,0,0
229,11,9,3,6.4370981309470325,2,0,0
230,11,10,3,6.714687526725715,1,0,0
231,11,11,3,6.334515820149336,1,1,0
232,11,12,3,6.579398711617136,1,1,0
233,11,13,3,6.536994886047653,2,1,0
234,11,14,3,6.644498415679006,2,1,1
235,11,15,3,6.489550104642904,1,0,0
236,11,16,3,6.394917092057447,1,0,0
237,11,17,3,6.568609389955854,1,0,0
238,11,18,3,6.340146576118668,1,1,0
239,11,19,3,6.390820519739856,2,0,0
240,12,0,2,6.586632020803604,1,0,0
241,12,1,2,6.599849324346432,1,1,0
242,12,2,2,6.4672988656217045,1,0,0
243,12,3,2,6.5766495872403805,1,0,0
244,12,4,2,6.451447030439853,1,0,0
245,12,5,2,6.534863445375057,1,0,0
246,12,6,2,6.571389973206757,1,1,0
247,12,7,2,6.631523865804057,2,0,0
248,12,8,2,6.465911250911353,1,0,0
249,12,9,2,6.4370981309470325,2,0,0
250,12,10,2,6.714687526725715,1,0,0
251,12,11,2,6.334515820149336,1,1,0
252,12,12,2,6.579398711617136,1,1,1
253,12,13,2,6.536994886047653,2,1,0
254,12,14,2,6.644498415679006,2,1,0
255,12,15,2,6.489550104642904,1,0,0
256,12,16,2,6.394917092057447,1,0,0
257,12,17,2,6.568609389955854,1,0,0
258,12,18,2,6.340146576118668,1,1,0
259,12,19,2,6.390820519739856,2,0,0
260,13,0,1,6.586632020803604,1,0,0
261,13,1,1,6.599849324346432,1,1,1
262,13,2,1,6.4672988656217045,1,0,0
263,13,3,1,6.5766495872403805,1,0,0
264,13,4,1,6.451447030439853,1,0,0
265,13,5,1,6.534863445375057,1,0,0
266,13,6,1,6.571389973206757,1,1,0
267,13,7,1,6.631523865804057,2,0,0
268,13,8,1,6.465911250911353,1,0,0
269,13,9,1,6.4370981309470325,2,0,0
270,13,10,1,6.714687526725715,1,0,0
271,13,11,1,6.334515820149336,1,1,0
272,13,12,1,6.579398711617136,1,1,0
273,13,13,1,6.536994886047653,2,1,0
274,13,14,1,6.644498415679006,2,1,0
275,13,15,1,6.489550104642904,1,0,0
276,13,16,1,6.394917092057447,1,0,0
277,13,17,1,6.568609389955854,1,0,0
278,13,18,1,6.340146576118668,1,1,0
279,13,19,1,6.390820519739856,2,0,0
280,14,0,1,6.586632020803604,1,0,0
281,14,1,1,6.599849324346432,1,1,0
282,14,2,1,6.4672988656217045,1,0,0
283,14,3,1,6.5766495872403805,1,0,0
284,14,4,1,6.451447030439853,1,0,0
285,14,5,1,6.534863445375057,1,0,0
286,14,6,1,6.571389973206757,1,1,0
287,14,7,1,6.631523865804057,2,0,1
288,14,8,1,6.465911250911353,1,0,0
289,14,9,1,6.4370981309470325,2,0,0
290,14,10,1,6.714687526725715,1,0,0
291,14,11,1,6.334515820149336,1,1,0
292,14,12,1,6.579398711617136,1,1,0
293,14,13,1,6.536994886047653,2,1,0
294,14,14,1,6.644498415679006,2,1,0
295,14,15,1,6.489550104642904,1,0,0
296,14,16,1,6.394917092057447,1,0,0
297,14,17,1,6.568609389955854,1,0,0
298,14,18,1,6.340146576118668,1,1,0
299,14,19,1,6.390820519739856,2,0,0
300,15,0,3,6.586632020803604,1,0,0
301,15,1,3,6.599849324346432,1,1,0
302,15,2,3,6.4672988656217045,1,0,0
303,15,3,3,6.5766495872403805,1,0,0
304,15,4,3,6.451447030439853,1,0,0
305,15,5,3,6.534863445375057,1,0,0
306,15,6,3,6.571389973206757,1,1,0
307,15,7,3,6.631523865804057,2,0,0
308,15,8,3,6.465911250911353,1,0,0
309,15,9,3,6.4370981309470325,2,0,0
310,15,10,3,6.714687526725715,1,0,0
311,15,11,3,6.334515820149336,1,1,0
312,15,12,3,6.579398711617136,1,1,0
313,15,13,3,6.536994886047653,2,1,0
314,15,14,3,6.644498415679006,2,1,0
315,15,15,3,6.489550104642904,1,0,1
316,15,16,3,6.394917092057447,1,0,0
317,15,17,3,6.568609389955854,1,0,0
318,15,18,3,6.340146576118668,1,1,0
319,15,19,3,6.390820519739856,2,0,0
320,16,0,1,6.586632020803604,1,0,0
321,16,1,1,6.599849324346432,1,1,0
322,16,2,1,6.4672988656217045,1,0,0
323,16,3,1,6.5766495872403805,1,0,0
324,16,4,1,6.451447030439853,1,0,0
325,16,5,1,6.534863445375057,1,0,1
326,16,6,1,6.571389973206757,1,1,0
327,16,7,1,6.631523865804057,2,0,0
328,16,8,1,6.465911250911353,1,0,0
329,16,9,1,6.4370981309470325,2,0,0
330,16,10,1,6.714687526725715,1,0,0
331,16,11,1,6.334515820149336,1,1,0
332,16,12,1,6.579398711617136,1,1,0
333,16,13,1,6.536994886047653,2,1,0
334,16,14,1,6.644498415679006,2,1,0
335,16,15,1,6.489550104642904,1,0,0
336,16,16,1,6.394917092057447,1,0,0
337,16,17,1,6.568609389955854,1,0,0
338,16,18,1,6.340146576118668,1,1,0
339,16,19,1,6.390820519739856,2,0,0
340,17,0,3,6.586632020803604,1,0,0
341,17,1,3,6.599849324346432,1,1,0
342,17,2,3,6.4672988656217045,1,0,0
343,17,3,3,6.5766495872403805,1,0,0
344,17,4,3,6.451447030439853,1,0,0
345,17,5,3,6.534863445375057,1,0,0
346,17,6,3,6.571389973206757,1,1,0
347,17,7,3,6.631523865804057,2,0,0
348,17,8,3,6.465911250911353,1,0,0
349,17,9,3,6.4370981309470325,2,0,0
350,17,10,3,6.714687526725715,1,0,0
351,17,11,3,6.334515820149336,1,1,0
352,17,12,3,6.579398711617136,1,1,1
353,17,13,3,6.536994886047653,2,1,0
354,17,14,3,6.644498415679006,2,1,0
355,17,15,3,6.489550104642904,1,0,0
356,17,16,3,6.394917092057447,1,0,0
357,17,17,3,6.568609389955854,1,0,0
358,17,18,3,6.340146576118668,1,1,0
359,17,19,3,6.390820519739856,2,0,0
360,18,0,3,6.586632020803604,1,0,0
361,18,1,3,6.599849324346432,1,1,0
362,18,2,3,6.4672988656217045,1,0,0
363,18,3,3,6.5766495872403805,1,0,0
364,18,4,3,6.451447030439853,1,0,0
365,18,5,3,6.534863445375057,1,0,0
366,18,6,3,6.571389973206757,1,1,0
367,18,7,3,6.631523865804057,2,0,0
368,18,8,3,6.465911250911353,1,0,0
369,18,9,3,6.4370981309470325,2,0,0
370,18,10,3,6.714687526725715,1,0,0
371,18,11,3,6.334515820149336,1,1,0
372,18,12,3,6.579398711617136,1,1,0
373,18,13,3,6.536994886047653,2,1,0
374,18,14,3,6.644498415679006,2,1,0
375,18,15,3,6.489550104642904,1,0,0
376,18,16,3,6.394917092057447,1,0,0
377,18,17,3,6.568609389955854,1,0,0
378,18,18,3,6.340146576118668,1,1,1
379,18,19,3,6.390820519739856,2,0,0
380,19,0,3,6.586632020803604,1,0,1
381,19,1,3,6.599849324346432,1,1,0
382,19,2,3,6.4672988656217045,1,0,0
383,19,3,3,6.5766495872403805,1,0,0
384,19,4,3,6.451447030439853,1,0,0
385,19,5,3,6.534863445375057,1,0,0
386,19,6,3,6.571389973206757,1,1,0
387,19,7,3,6.631523865804057,2,0,0
388,19,8,3,6.465911250911353,1,0,0
389,19,9,3,6.4370981309470325,2,0,0
390,19,10,3,6.714687526725715,1,0,0
391,19,11,3,6.334515820149336,1,1,0
392,19,12,3,6.579398711617136,1,1,0
393,19,13,3,6.536994886047653,2,1,0
394,19,14,3,6.644498415679006,2,1,0
395,19,15,3,6.489550104642904,1,0,0
396,19,16,3,6.394917092057447,1,0,0
397,19,17,3,6.568609389955854,1,0,0
398,19,18,3,6.340146576118668,1,1,0
399,19,19,3,6.390820519739856,2,0,0
400,20,0,1,6.586632020803604,1,0,0
401,20,1,1,6.599849324346432,1,1,0
402,20,2,1,6.4672988656217045,1,0,0
403,20,3,1,6.5766495872403805,1,0,0
404,20,4,1,6.451447030439853,1,0,0
405,20,5,1,6.534863445375057,1,0,0
406,20,6,1,6.571389973206757,1,1,0
407,20,7,1,6.631523865804057,2,0,0
408,20,8,1,6.465911250911353,1,0,0
409,20,9,1,6.4370981309470325,2,0,0
410,20,10,1,6.714687526725715,1,0,1
411,20,11,1,6.334515820149336,1,1,0
412,20,12,1,6.579398711617136,1,1,0
413,20,13,1,6.536994886047653,2,1,0
414,20,14,1,6.644498415679006,2,1,0
415,20,15,1,6.489550104642904,1,0,0
416,20,16,1,6.394917092057447,1,0,0
417,20,17,1,6.568609389955854,1,0,0
418,20,18,1,6.340146576118668,1,1,0
419,20,19,1,6.390820519739856,2,0,0
420,21,0,1,6.586632020803604,1,0,0
421,21,1,1,6.599849324346432,1,1,0
422,21,2,1,6.4672988656217045,1,0,0
423,21,3,1,6.5766495872403805,1,0,0
424,21,4,1,6.451447030439853,1,0,0
425,21,5,1,6.534863445375057,1,0,0
426,21,6,1,6.571389973206757,1,1,0
427,21,7,1,6.631523865804057,2,0,0
428,21,8,1,6.465911250911353,1,0,0
429,21,9,1,6.4370981309470325,2,0,0
430,21,10,1,6.714687526725715,1,0,0
431,21,11,1,6.334515820149336,1,1,0
432,21,12,1,6.579398711617136,1,1,0
433,21,13,1,6.536994886047653,2,1,0
434,21,14,1,6.644498415679006,2,1,0
435,21,15,1,6.489550104642904,1,0,0
436,21,16,1,6.394917092057447,1,0,0
437,21,17,1,6.568609389955854,1,0,0
438,21,18,1,6.340146576118668,1,1,1
439,21,19,1,6.390820519739856,2,0,0
440,22,0,2,6.586632020803604,1,0,0
441,22,1,2,6.599849324346432,1,1,0
442,22,2,2,6.4672988656217045,1,0,0
443,22,3,2,6.5766495872403805,1,0,0
444,22,4,2,6.451447030439853,1,0,0
445,22,5,2,6.534863445375057,1,0,0
446,22,6,2,6.571389973206757,1,1,0
447,22,7,2,6.631523865804057,2,0,1
448,22,8,2,6.465911250911353,1,0,0
449,22,9,2,6.4370981309470325,2,0,0
450,22,10,2,6.714687526725715,1,0,0
451,22,11,2,6.334515820149336,1,1,0
452,22,12,2,6.579398711617136,1,1,0
453,22,13,2,6.536994886047653,2,1,0
454,22,14,2,6.644498415679006,2,1,0
455,22,15,2,6.489550104642904,1,0,0
456,22,16,2,6.394917092057447,1,0,0
457,22,17,2,6.568609389955854,1,0,0
458,22,18,2,6.340146576118668,1,1,0
459,22,19,2,6.390820519739856,2,0,0
460,23,0,2,6.586632020803604,1,0,0
461,23,1,2,6.599849324346432,1,1,0
462,23,2,2,6.4672988656217045,1,0,0
463,23,3,2,6.5766495872403805,1,0,0
464,23,4,2,6.451447030439853,1,0,0
465,23,5,2,6.534863445375057,1,0,0
466,23,6,2,6.571389973206757,1,1,0
467,23,7,2,6.631523865804057,2,0,0
468,23,8,2,6.465911250911353,1,0,0
469,23,9,2,6.4370981309470325,2,0,0
470,23,10,2,6.714687526725715,1,0,0
471,23,11,2,6.334515820149336,1,1,0
472,23,12,2,6.579398711617136,1,1,0
473,23,13,2,6.536994886047653,2,1,1
474,23,14,2,6.644498415679006,2,1,0
475,23,15,2,6.489550104642904,1,0,0
476,23,16,2,6.394917092057447,1,0,0
477,23,17,2,6.568609389955854,1,0,0
478,23,18,2,6.340146576118668,1,1,0
479,23,19,2,6.390820519739856,2,0,0
480,24,0,2,6.586632020803604,1,0,0
481,24,1,2,6.599849324346432,1,1,0
482,24,2,2,6.4672988656217045,1,0,0
483,24,3,2,6.5766495872403805,1,0,0
484,24,4,2,6.451447030439853,1,0,0
485,24,5,2,6.534863445375057,1,0,0
486,24,6,2,6.571389973206757,1,1,0
487,24,7,2,6.631523865804057,2,0,0
488,24,8,2,6.465911250911353,1,0,0
489,24,9,2,6.4370981309470325,2,0,0
490,24,10,2,6.714687526725715,1,0,0
491,24,11,2,6.334515820149336,1,1,0
492,24,12,2,6.579398711617136,1,1,0
493,24,13,2,6.536994886047653,2,1,0
494,24,14,2,6.644498415679006,2,1,1
495,24,15,2,6.489550104642904,1,0,0
496,24,16,2,6.394917092057447,1,0,0
497,24,17,2,6.568609389955854,1,0,0
498,24,18,2,6.340146576118668,1,1,0
499,24,19,2,6.390820519739856,2,0,0
500,25,0,3,6.586632020803604,1,0,0
501,25,1,3,6.599849324346432,1,1,0
502,25,2,3,6.4672988656217045,1,0,0
503,25,3,3,6.5766495872403805,1,0,0
504,25,4,3,6.451447030439853,1,0,0
505,25,5,3,6.534863445375057,1,0,1
506,25,6,3,6.571389973206757,1,1,0
507,25,7,3,6.631523865804057,2,0,0
508,25,8,3,6.465911250911353,1,0,0
509,25,9,3,6.4370981309470325,2,0,0
510,25,10,3,6.714687526725715,1,0,0
511,25,11,3,6.334515820149336,1,1,0
512,25,12,3,6.579398711617136,1,1,0
513,25,13,3,6.536994886047653,2,1,0
514,25,14,3,6.644498415679006,2,1,0
515,25,15,3,6.489550104642904,1,0,0
516,25,16,3,6.394917092057447,1,0,0
517,25,17,3,6.568609389955854,1,0,0
518,25,18,3,6.340146576118668,1,1,0
519,25,19,3,6.390820519739856,2,0,0
520,26,0,2,6.586632020803604,1,0,0
521,26,1,2,6.599849324346432,1,1,0
522,26,2,2,6.4672988656217045,1,0,0
523,26,3,2,6.5766495872403805,1,0,0
524,26,4,2,6.451447030439853,1,0,0
525,26,5,2,6.534863445375057,1,0,0
526,26,6,2,6.571389973206757,1,1,0
527,26,7,2,6.631523865804057,2,0,0
528,26,8,2,6.465911250911353,1,0,0
529,26,9,2,6.4370981309470325,2,0,0
530,26,10,2,6.714687526725715,1,0,0
531,26,11,2,6.334515820149336,1,1,0
532,26,12,2,6.579398711617136,1,1,0
533,26,13,2,6.536994886047653,2,1,1
534,26,14,2,6.644498415679006,2,1,0
535,26,15,2,6.489550104642904,1,0,0
536,26,16,2,6.394917092057447,1,0,0
537,26,17,2,6.568609389955854,1,0,0
538,26,18,2,6.340146576118668,1,1,0
539,26,19,2,6.390820519739856,2,0,0
540,27,0,3,6.586632020803604,1,0,0
541,27,1,3,6.599849324346432,1,1,0
542,27,2,3,6.4672988656217045,1,0,0
543,27,3,3,6.5766495872403805,1,0,0
544,27,4,3,6.451447030439853,1,0,0
545,27,5,3,6.534863445375057,1,0,0
546,27,6,3,6.571389973206757,1,1,0
547,27,7,3,6.631523865804057,2,0,0
548,27,8,3,6.465911250911353,1,0,0
549,27,9,3,6.4370981309470325,2,0,0
550,27,10,3,6.714687526725715,1,0,0
551,27,11,3,6.334515820149336,1,1,0
552,27,12,3,6.579398711617136,1,1,0
553,27,13,3,6.536994886047653,2,1,0
554,27,14,3,6.644498415679006,2,1,1
555,27,15,3,6.489550104642904,1,0,0
556,27,16,3,6.394917092057447,1,0,0
557,27,17,3,6.568609389955854,1,0,0
558,27,18,3,6.340146576118668,1,1,0
559,27,19,3,6.390820519739856,2,0,0
560,28,0,1,6.586632020803604,1,0,0
561,28,1,1,6.599849324346432,1,1,0
562,28,2,1,6.4672988656217045,1,0,0
563,28,3,1,6.5766495872403805,1,0,0
564,28,4,1,6.451447030439853,1,0,0
565,28,5,1,6.534863445375057,1,0,0
566,28,6,1,6.571389973206757,1,1,0
567,28,7,1,6.631523865804057,2,0,0
568,28,8,1,6.465911250911353,1,0,0
569,28,9,1,6.4370981309470325,2,0,0
570,28,10,1,6.714687526725715,1,0,0
571,28,11,1,6.334515820149336,1,1,0
572,28,12,1,6.579398711617136,1,1,0
573,28,13,1,6.536994886047653,2,1,1
574,28,14,1,6.644498415679006,2,1,0
575,28,15,1,6.489550104642904,1,0,0
576,28,16,1,6.394917092057447,1,0,0
577,28,17,1,6.568609389955854,1,0,0
578,28,18,1,6.340146576118668,1,1,0
579,28,19,1,6.390820519739856,2,0,0
580,29,0,3,6.586632020803604,1,0,0
581,29,1,3,6.599849324346432,1,1,0
582,29,2,3,6.4672988656217045,1,0,0
583,29,3,3,6.5766495872403805,1,0,0
584,29,4,3,6.451447030439853,1,0,0
585,29,5,3,6.534863445375057,1,0,0
586,29,6,3,6.571389973206757,1,1,0
587,29,7,3,6.631523865804057,2,0,0
588,29,8,3,6.465911250911353,1,0,0
589,29,9,3,6.4370981309470325,2,0,0
590,29,10,3,6.714687526725715,1,0,0
591,29,11,3,6.334515820149336,1,1,0
592,29,12,3,6.579398711617136,1,1,0
593,29,13,3,6.536994886047653,2,1,1
594,29,14,3,6.644498415679006,2,1,0
595,29,15,3,6.489550104642904,1,0,0
596,29,16,3,6.394917092057447,1,0,0
597,29,17,3,6.568609389955854,1,0,0
598,29,18,3,6.340146576118668,1,1,0
599,29,19,3,6.390820519739856,2,0,0
600,30,0,3,6.586632020803604,1,0,0
601,30,1,3,6.599849324346432,1,1,0
602,30,2,3,6.4672988656217045,1,0,0
603,30,3,3,6.5766495872403805,1,0,0
604,30,4,3,6.451447030439853,1,0,0
605,30,5,3,6.534863445375057,1,0,0
606,30,6,3,6.571389973206757,1,1,0
607,30,7,3,6.631523865804057,2,0,1
608,30,8,3,6.465911250911353,1,0,0
609,30,9,3,6.4370981309470325,2,0,0
610,30,10,3,6.714687526725715,1,0,0
611,30,11,3,6.334515820149336,1,1,0
612,30,12,3,6.579398711617136,1,1,0
613,30,13,3,6.536994886047653,2,1,0
614,30,14,3,6.644498415679006,2,1,0
615,30,15,3,6.489550104642904,1,0,0
616,30,16,3,6.394917092057447,1,0,0
617,30,17,3,6.568609389955854,1,0,0
618,30,18,3,6.340146576118668,1,1,0
619,30,19,3,6.390820519739856,2,0,0
620,31,0,2,6.586632020803604,1,0,0
621,31,1,2,6.599849324346432,1,1,0
622,31,2,2,6.4672988656217045,1,0,0
623,31,3,2,6.5766495872403805,1,0,0
624,31,4,2,6.451447030439853,1,0,0
625,31,5,2,6.534863445375057,1,0,0
626,31,6,2,6.571389973206757,1,1,0
