,individual_id_i,apt_id_j,family_size_i,logsqfeet_j,bath_j,outdoor_j,y_ij
77,3,14,3,6.2972673782486375,1,2.6096577968596457,0
78,3,15,3,6.062593039706191,2,3.085974410219384,0
79,3,16,3,6.132612196154492,1,3.871952713019942,0
80,3,17,3,6.241101119314902,1,3.800216699508888,0
81,3,18,3,6.146578119357621,2,4.8804684489528425,1
82,3,19,3,6.643044566544358,2,2.0065514020398276,0
84,4,0,1,5.759642375590577,1,1.4820068121483911,0
85,4,1,1,6.377517128545226,2,1.1783536034358504,0
86,4,2,1,6.043630754432218,2,2.453077540600386,0
87,4,3,1,6.4306964221953224,2,4.675142949408205,0
88,4,4,1,5.27026544220239,1,0.7003695248300663,0
89,4,5,1,6.892686471742062,1,3.043729698518918,0
90,4,6,1,6.7765346656109235,1,2.567320966001672,0
91,4,7,1,6.793050106792108,2,3.3051656530826863,0
92,4,8,1,6.4922346967527504,1,1.919680309142541,0
93,4,9,1,6.604583717715761,2,2.305227640950248,0
94,4,10,1,6.884895304580682,1,1.786127482015151,0
95,4,11,1,6.118909066003353,2,4.207668166477485,0
96,4,12,1,5.871507397630564,1,2.6931050844054085,0
97,4,13,1,6.761053088071505,1,3.6054092706085665,0
98,4,14,1,6.2972673782486375,1,2.6096577968596457,0
99,4,15,1,6.062593039706191,2,3.085974410219384,0
100,4,16,1,6.132612196154492,1,3.871952713019942,0
101,4,17,1,6.241101119314902,1,3.800216699508888,0
102,4,18,1,6.146578119357621,2,4.8804684489528425,0
103,4,19,1,6.643044566544358,2,2.0065514020398276,0
105,5,0,2,5.759642375590577,1,1.4820068121483911,0
106,5,1,2,6.377517128545226,2,1.1783536034358504,0
107,5,2,2,6.043630754432218,2,2.453077540600386,0
108,5,3,2,6.4306964221953224,2,4.675142949408205,0
109,5,4,2,5.27026544220239,1,0.7003695248300663,0
110,5,5,2,6.892686471742062,1,3.043729698518918,0
111,5,6,2,6.7765346656109235,1,2.567320966001672,0
112,5,7,2,6.793050106792108,2,3.3051656530826863,0
113,5,8,2,6.4922346967527504,1,1.919680309142541,0
114,5,9,2,6.604583717715761,2,2.305227640950248,0
115,5,10,2,6.884895304580682,1,1.786127482015151,0
116,5,11,2,6.118909066003353,2,4.207668166477485,0
117,5,12,2,5.871507397630564,1,2.6931050844054085,1
118,5,13,2,6.761053088071505,1,3.6054092706085665,0
119,5,14,2,6.2972673782486375,1,2.6096577968596457,0
120,5,15,2,6.062593039706191,2,3.085974410219384,0
121,5,16,2,6.132612196154492,1,3.871952713019942,0
122,5,17,2,6.241101119314902,1,3.800216699508888,0
123,5,18,2,6.146578119357621,2,4.8804684489528425,0
124,5,19,2,6.643044566544358,2,2.0065514020398276,0
126,6,0,1,5.759642375590577,1,1.4820068121483911,0
127,6,1,1,6.377517128545226,2,1.1783536034358504,0
128,6,2,1,6.043630754432218,2,2.453077540600386,0
129,6,3,1,6.4306964221953224,2,4.675142949408205,0
130,6,4,1,5.27026544220239,1,0.7003695248300663,0
131,6,5,1,6.892686471742062,1,3.043729698518918,0
132,6,6,1,6.7765346656109235,1,2.567320966001672,0
133,6,7,1,6.793050106792108,2,3.3051656530826863,0
134,6,8,1,6.4922346967527504,1,1.919680309142541,0
135,6,9,1,6.604583717715761,2,2.305227640950248,0
136,6,10,1,6.884895304580682,1,1.786127482015151,0
137,6,11,1,6.118909066003353,2,4.207668166477485,1
138,6,12,1,5.871507397630564,1,2.6931050844054085,0
139,6,13,1,6.761053088071505,1,3.6054092706085665,0
140,6,14,1,6.2972673782486375,1,2.6096577968596457,0
141,6,15,1,6.062593039706191,2,3.085974410219384,0
142,6,16,1,6.132612196154492,1,3.871952713019942,0
143,6,17,1,6.241101119314902,1,3.800216699508888,0
144,6,18,1,6.146578119357621,2,4.8804684489528425,0
145,6,19,1,6.643044566544358,2,2.0065514020398276,0
147,7,0,1,5.759642375590577,1,1.4820068121483911,0
148,7,1,1,6.377517128545226,2,1.1783536034358504,0
149,7,2,1,6.043630754432218,2,2.453077540600386,0
150,7,3,1,6.4306964221953224,2,4.675142949408205,1
151,7,4,1,5.27026544220239,1,0.7003695248300663,0
152,7,5,1,6.892686471742062,1,3.043729698518918,0
153,7,6,1,6.7765346656109235,1,2.567320966001672,0
154,7,7,1,6.793050106792108,2,3.3051656530826863,0
155,7,8,1,6.4922346967527504,1,1.919680309142541,0
156,7,9,1,6.604583717715761,2,2.305227640950248,0
157,7,10,1,6.884895304580682,1,1.786127482015151,0
158,7,11,1,6.118909066003353,2,4.207668166477485,0
159,7,12,1,5.871507397630564,1,2.6931050844054085,0
160,7,13,1,6.761053088071505,1,3.6054092706085665,0
161,7,14,1,6.2972673782486375,1,2.6096577968596457,0
162,7,15,1,6.062593039706191,2,3.085974410219384,0
163,7,16,1,6.132612196154492,1,3.871952713019942,0
164,7,17,1,6.241101119314902,1,3.800216699508888,0
165,7,18,1,6.146578119357621,2,4.8804684489528425,0
166,7,19,1,6.643044566544358,2,2.0065514020398276,0
168,8,0,3,5.759642375590577,1,1.4820068121483911,0
169,8,1,3,6.377517128545226,2,1.1783536034358504,0
170,8,2,3,6.043630754432218,2,2.453077540600386,0
171,8,3,3,6.4306964221953224,2,4.675142949408205,1
172,8,4,3,5.27026544220239,1,0.7003695248300663,0
173,8,5,3,6.892686471742062,1,3.043729698518918,0
174,8,6,3,6.7765346656109235,1,2.567320966001672,0
175,8,7,3,6.793050106792108,2,3.3051656530826863,0
176,8,8,3,6.4922346967527504,1,1.919680309142541,0
177,8,9,3,6.604583717715761,2,2.305227640950248,0
178,8,10,3,6.884895304580682,1,1.786127482015151,0
179,8,11,3,6.118909066003353,2,4.207668166477485,0
180,8,12,3,5.871507397630564,1,2.6931050844054085,0
181,8,13,3,6.761053088071505,1,3.6054092706085665,0
182,8,14,3,6.2972673782486375,1,2.6096577968596457,0
183,8,15,3,6.062593039706191,2,3.085974410219384,0
184,8,16,3,6.132612196154492,1,3.871952713019942,0
185,8,17,3,6.241101119314902,1,3.800216699508888,0
186,8,18,3,6.146578119357621,2,4.8804684489528425,0
187,8,19,3,6.643044566544358,2,2.0065514020398276,0
189,9,0,1,5.759642375590577,1,1.4820068121483911,0
190,9,1,1,6.377517128545226,2,1.1783536034358504,0
191,9,2,1,6.043630754432218,2,2.453077540600386,0
192,9,3,1,6.4306964221953224,2,4.675142949408205,0
193,9,4,1,5.27026544220239,1,0.7003695248300663,0
194,9,5,1,6.892686471742062,1,3.043729698518918,0
195,9,6,1,6.7765346656109235,1,2.567320966001672,0
196,9,7,1,6.793050106792108,2,3.3051656530826863,0
197,9,8,1,6.4922346967527504,1,1.919680309142541,0
198,9,9,1,6.604583717715761,2,2.305227640950248,0
199,9,10,1,6.884895304580682,1,1.786127482015151,0
200,9,11,1,6.118909066003353,2,4.207668166477485,0
201,9,12,1,5.871507397630564,1,2.6931050844054085,0
202,9,13,1,6.761053088071505,1,3.6054092706085665,0
203,9,14,1,6.2972673782486375,1,2.6096577968596457,0
204,9,15,1,6.062593039706191,2,3.085974410219384,0
205,9,16,1,6.132612196154492,1,3.871952713019942,0
206,9,17,1,6.241101119314902,1,3.800216699508888,0
207,9,18,1,6.146578119357621,2,4.8804684489528425,1
208,9,19,1,6.643044566544358,2,2.0065514020398276,0
210,10,0,3,5.759642375590577,1,1.4820068121483911,0
211,10,1,3,6.377517128545226,2,1.1783536034358504,0
212,10,2,3,6.043630754432218,2,2.453077540600386,0
213,10,3,3,6.4306964221953224,2,4.675142949408205,0
214,10,4,3,5.27026544220239,1,0.7003695248300663,0
215,10,5,3,6.892686471742062,1,3.043729698518918,0
216,10,6,3,6.7765346656109235,1,2.567320966001672,0
217,10,7,3,6.793050106792108,2,3.3051656530826863,0
218,10,8,3,6.4922346967527504,1,1.919680309142541,0
219,10,9,3,6.604583717715761,2,2.305227640950248,0
220,10,10,3,6.884895304580682,1,1.786127482015151,0
221,10,11,3,6.118909066003353,2,4.207668166477485,0
222,10,12,3,5.871507397630564,1,2.6931050844054085,0
223,10,13,3,6.761053088071505,1,3.6054092706085665,0
224,10,14,3,6.2972673782486375,1,2.6096577968596457,0
225,10,15,3,6.062593039706191,2,3.085974410219384,1
226,10,16,3,6.132612196154492,1,3.871952713019942,0
227,10,17,3,6.241101119314902,1,3.800216699508888,0
228,10,18,3,6.146578119357621,2,4.8804684489528425,0
229,10,19,3,6.643044566544358,2,2.0065514020398276,0
231,11,0,1,5.759642375590577,1,1.4820068121483911,0
232,11,1,1,6.377517128545226,2,1.1783536034358504,0
233,11,2,1,6.043630754432218,2,2.453077540600386,0
234,11,3,1,6.4306964221953224,2,4.675142949408205,0
235,11,4,1,5.27026544220239,1,0.7003695248300663,0
236,11,5,1,6.892686471742062,1,3.043729698518918,0
237,11,6,1,6.7765346656109235,1,2.567320966001672,0
238,11,7,1,6.793050106792108,2,3.3051656530826863,0
239,11,8,1,6.4922346967527504,1,1.919680309142541,0
240,11,9,1,6.604583717715761,2,2.305227640950248,0
241,11,10,1,6.884895304580682,1,1.786127482015151,0
242,11,11,1,6.118909066003353,2,4.207668166477485,0
243,11,12,1,5.871507397630564,1,2.6931050844054085,0
244,11,13,1,6.761053088071505,1,3.6054092706085665,0
245,11,14,1,6.2972673782486375,1,2.6096577968596457,0
246,11,15,1,6.062593039706191,2,3.085974410219384,0
247,11,16,1,6.132612196154492,1,3.871952713019942,0
248,11,17,1,6.241101119314902,1,3.800216699508888,0
249,11,18,1,6.146578119357621,2,4.8804684489528425,1
250,11,19,1,6.643044566544358,2,2.0065514020398276,0
252,12,0,1,5.759642375590577,1,1.4820068121483911,0
253,12,1,1,6.377517128545226,2,1.1783536034358504,0
254,12,2,1,6.043630754432218,2,2.453077540600386,0
255,12,3,1,6.4306964221953224,2,4.675142949408205,0
256,12,4,1,5.27026544220239,1,0.7003695248300663,0
257,12,5,1,6.892686471742062,1,3.043729698518918,0
258,12,6,1,6.7765346656109235,1,2.567320966001672,0
259,12,7,1,6.793050106792108,2,3.3051656530826863,0
260,12,8,1,6.4922346967527504,1,1.919680309142541,1
261,12,9,1,6.604583717715761,2,2.305227640950248,0
262,12,10,1,6.884895304580682,1,1.786127482015151,0
263,12,11,1,6.118909066003353,2,4.207668166477485,0
264,12,12,1,5.871507397630564,1,2.6931050844054085,0
265,12,13,1,6.761053088071505,1,3.6054092706085665,0
266,12,14,1,6.2972673782486375,1,2.6096577968596457,0
267,12,15,1,6.062593039706191,2,3.085974410219384,0
268,12,16,1,6.132612196154492,1,3.871952713019942,0
269,12,17,1,6.241101119314902,1,3.800216699508888,0
270,12,18,1,6.146578119357621,2,4.8804684489528425,0
271,12,19,1,6.643044566544358,2,2.0065514020398276,0
273,13,0,2,5.759642375590577,1,1.4820068121483911,0
274,13,1,2,6.377517128545226,2,1.1783536034358504,1
275,13,2,2,6.043630754432218,2,2.453077540600386,0
276,13,3,2,6.4306964221953224,2,4.675142949408205,0
277,13,4,2,5.27026544220239,1,0.7003695248300663,0
278,13,5,2,6.892686471742062,1,3.043729698518918,0
279,13,6,2,6.7765346656109235,1,2.567320966001672,0
280,13,7,2,6.793050106792108,2,3.3051656530826863,0
281,13,8,2,6.4922346967527504,1,1.919680309142541,0
282,13,9,2,6.604583717715761,2,2.305227640950248,0
283,13,10,2,6.884895304580682,1,1.786127482015151,0
284,13,11,2,6.118909066003353,2,4.207668166477485,0
285,13,12,2,5.871507397630564,1,2.6931050844054085,0
286,13,13,2,6.761053088071505,1,3.6054092706085665,0
287,13,14,2,6.2972673782486375,1,2.6096577968596457,0
288,13,15,2,6.062593039706191,2,3.085974410219384,0
289,13,16,2,6.132612196154492,1,3.871952713019942,0
290,13,17,2,6.241101119314902,1,3.800216699508888,0
291,13,18,2,6.146578119357621,2,4.8804684489528425,0
292,13,19,2,6.643044566544358,2,2.0065514020398276,0
294,14,0,2,5.759642375590577,1,1.4820068121483911,0
295,14,1,2,6.377517128545226,2,1.1783536034358504,0
296,14,2,2,6.043630754432218,2,2.453077540600386,0
297,14,3,2,6.4306964221953224,2,4.675142949408205,0
298,14,4,2,5.27026544220239,1,0.7003695248300663,0
299,14,5,2,6.892686471742062,1,3.043729698518918,0
300,14,6,2,6.7765346656109235,1,2.567320966001672,0
301,14,7,2,6.793050106792108,2,3.3051656530826863,1
302,14,8,2,6.4922346967527504,1,1.919680309142541,0
303,14,9,2,6.604583717715761,2,2.305227640950248,0
304,14,10,2,6.884895304580682,1,1.786127482015151,0
305,14,11,2,6.118909066003353,2,4.207668166477485,0
306,14,12,2,5.871507397630564,1,2.6931050844054085,0
307,14,13,2,6.761053088071505,1,3.6054092706085665,0
308,14,14,2,6.2972673782486375,1,2.6096577968596457,0
309,14,15,2,6.062593039706191,2,3.085974410219384,0
310,14,16,2,6.132612196154492,1,3.871952713019942,0
311,14,17,2,6.241101119314902,1,3.800216699508888,0
312,14,18,2,6.146578119357621,2,4.8804684489528425,0
313,14,19,2,6.643044566544358,2,2.0065514020398276,0
315,15,0,1,5.759642375590577,1,1.4820068121483911,0
316,15,1,1,6.377517128545226,2,1.1783536034358504,0
317,15,2,1,6.043630754432218,2,2.453077540600386,0
318,15,3,1,6.4306964221953224,2,4.675142949408205,0
319,15,4,1,5.27026544220239,1,0.7003695248300663,0
320,15,5,1,6.892686471742062,1,3.043729698518918,0
321,15,6,1,6.7765346656109235,1,2.567320966001672,0
322,15,7,1,6.793050106792108,2,3.3051656530826863,0
323,15,8,1,6.4922346967527504,1,1.919680309142541,0
324,15,9,1,6.604583717715761,2,2.305227640950248,0
325,15,10,1,6.884895304580682,1,1.786127482015151,0
326,15,11,1,6.118909066003353,2,4.207668166477485,0
327,15,12,1,5.871507397630564,1,2.6931050844054085,0
328,15,13,1,6.761053088071505,1,3.6054092706085665,0
329,15,14,1,6.2972673782486375,1,2.6096577968596457,0
330,15,15,1,6.062593039706191,2,3.085974410219384,0
331,15,16,1,6.132612196154492,1,3.871952713019942,0
332,15,17,1,6.241101119314902,1,3.800216699508888,0
333,15,18,1,6.146578119357621,2,4.8804684489528425,1
334,15,19,1,6.643044566544358,2,2.0065514020398276,0
336,16,0,1,5.759642375590577,1,1.4820068121483911,0
337,16,1,1,6.377517128545226,2,1.1783536034358504,0
338,16,2,1,6.043630754432218,2,2.453077540600386,0
339,16,3,1,6.4306964221953224,2,4.675142949408205,1
340,16,4,1,5.27026544220239,1,0.7003695248300663,0
341,16,5,1,6.892686471742062,1,3.043729698518918,0
342,16,6,1,6.7765346656109235,1,2.567320966001672,0
343,16,7,1,6.793050106792108,2,3.3051656530826863,0
344,16,8,1,6.4922346967527504,1,1.919680309142541,0
345,16,9,1,6.604583717715761,2,2.305227640950248,0
346,16,10,1,6.884895304580682,1,1.786127482015151,0
347,16,11,1,6.118909066003353,2,4.207668166477485,0
348,16,12,1,5.871507397630564,1,2.6931050844054085,0
349,16,13,1,6.761053088071505,1,3.6054092706085665,0
350,16,14,1,6.2972673782486375,1,2.6096577968596457,0
351,16,15,1,6.062593039706191,2,3.085974410219384,0
352,16,16,1,6.132612196154492,1,3.871952713019942,0
353,16,17,1,6.241101119314902,1,3.800216699508888,0
354,16,18,1,6.146578119357621,2,4.8804684489528425,0
355,16,19,1,6.643044566544358,2,2.0065514020398276,0
357,17,0,2,5.759642375590577,1,1.4820068121483911,0
358,17,1,2,6.377517128545226,2,1.1783536034358504,0
359,17,2,2,6.043630754432218,2,2.453077540600386,0
360,17,3,2,6.4306964221953224,2,4.675142949408205,0
361,17,4,2,5.27026544220239,1,0.7003695248300663,0
362,17,5,2,6.892686471742062,1,3.043729698518918,0
363,17,6,2,6.7765346656109235,1,2.567320966001672,0
364,17,7,2,6.793050106792108,2,3.3051656530826863,0
365,17,8,2,6.4922346967527504,1,1.919680309142541,0
366,17,9,2,6.604583717715761,2,2.305227640950248,0
367,17,10,2,6.884895304580682,1,1.786127482015151,0
368,17,11,2,6.118909066003353,2,4.207668166477485,0
369,17,12,2,5.871507397630564,1,2.6931050844054085,0
370,17,13,2,6.761053088071505,1,3.6054092706085665,0
371,17,14,2,6.2972673782486375,1,2.6096577968596457,0
372,17,15,2,6.062593039706191,2,3.085974410219384,0
373,17,16,2,6.132612196154492,1,3.871952713019942,1
374,17,17,2,6.241101119314902,1,3.800216699508888,0
375,17,18,2,6.146578119357621,2,4.8804684489528425,0
376,17,19,2,6.643044566544358,2,2.0065514020398276,0
378,18,0,2,5.759642375590577,1,1.4820068121483911,0
379,18,1,2,6.377517128545226,2,1.1783536034358504,0
380,18,2,2,6.043630754432218,2,2.453077540600386,0
381,18,3,2,6.4306964221953224,2,4.675142949408205,0
382,18,4,2,5.27026544220239,1,0.7003695248300663,0
383,18,5,2,6.892686471742062,1,3.043729698518918,0
384,18,6,2,6.7765346656109235,1,2.567320966001672,0
385,18,7,2,6.793050106792108,2,3.3051656530826863,0
386,18,8,2,6.4922346967527504,1,1.919680309142541,0
387,18,9,2,6.604583717715761,2,2.305227640950248,0
388,18,10,2,6.884895304580682,1,1.786127482015151,0
389,18,11,2,6.118909066003353,2,4.207668166477485,0
390,18,12,2,5.871507397630564,1,2.6931050844054085,0
391,18,13,2,6.761053088071505,1,3.6054092706085665,0
392,18,14,2,6.2972673782486375,1,2.6096577968596457,0
393,18,15,2,6.062593039706191,2,3.085974410219384,0
394,18,16,2,6.132612196154492,1,3.871952713019942,0
395,18,17,2,6.241101119314902,1,3.800216699508888,0
396,18,18,2,6.146578119357621,2,4.8804684489528425,1
397,18,19,2,6.643044566544358,2,2.0065514020398276,0
399,19,0,3,5.759642375590577,1,1.4820068121483911,1
400,19,1,3,6.377517128545226,2,1.1783536034358504,0
401,19,2,3,6.043630754432218,2,2.453077540600386,0
402,19,3,3,6.4306964221953224,2,4.675142949408205,0
403,19,4,3,5.27026544220239,1,0.7003695248300663,0
404,19,5,3,6.892686471742062,1,3.043729698518918,0
405,19,6,3,6.7765346656109235,1,2.567320966001672,0
406,19,7,3,6.793050106792108,2,3.3051656530826863,0
407,19,8,3,6.4922346967527504,1,1.919680309142541,0
408,19,9,3,6.604583717715761,2,2.305227640950248,0
409,19,10,3,6.884895304580682,1,1.786127482015151,0
410,19,11,3,6.118909066003353,2,4.207668166477485,0
411,19,12,3,5.871507397630564,1,2.6931050844054085,0
412,19,13,3,6.761053088071505,1,3.6054092706085665,0
413,19,14,3,6.2972673782486375,1,2.6096577968596457,0
414,19,15,3,6.062593039706191,2,3.085974410219384,0
415,19,16,3,6.132612196154492,1,3.871952713019942,0
416,19,17,3,6.241101119314902,1,3.800216699508888,0
417,19,18,3,6.146578119357621,2,4.8804684489528425,0
418,19,19,3,6.643044566544358,2,2.0065514020398276,0
420,20,0,1,5.759642375590577,1,1.4820068121483911,0
421,20,1,1,6.377517128545226,2,1.1783536034358504,0
422,20,2,1,6.043630754432218,2,2.453077540600386,0
423,20,3,1,6.4306964221953224,2,4.675142949408205,0
424,20,4,1,5.27026544220239,1,0.7003695248300663,0
425,20,5,1,6.892686471742062,1,3.043729698518918,0
426,20,6,1,6.7765346656109235,1,2.567320966001672,0
427,20,7,1,6.793050106792108,2,3.3051656530826863,0
428,20,8,1,6.4922346967527504,1,1.919680309142541,0
429,20,9,1,6.604583717715761,2,2.305227640950248,0
430,20,10,1,6.884895304580682,1,1.786127482015151,0
431,20,11,1,6.118909066003353,2,4.207668166477485,0
432,20,12,1,5.871507397630564,1,2.6931050844054085,0
433,20,13,1,6.761053088071505,1,3.6054092706085665,0
434,20,14,1,6.2972673782486375,1,2.6096577968596457,0
435,20,15,1,6.062593039706191,2,3.085974410219384,1
436,20,16,1,6.132612196154492,1,3.871952713019942,0
437,20,17,1,6.241101119314902,1,3.800216699508888,0
438,20,18,1,6.146578119357621,2,4.8804684489528425,0
439,20,19,1,6.643044566544358,2,2.0065514020398276,0
441,21,0,3,5.759642375590577,1,1.4820068121483911,0
442,21,1,3,6.377517128545226,2,1.1783536034358504,0
443,21,2,3,6.043630754432218,2,2.453077540600386,0
444,21,3,3,6.4306964221953224,2,4.675142949408205,0
445,21,4,3,5.27026544220239,1,0.7003695248300663,0
446,21,5,3,6.892686471742062,1,3.043729698518918,0
447,21,6,3,6.7765346656109235,1,2.567320966001672,0
448,21,7,3,6.793050106792108,2,3.3051656530826863,0
449,21,8,3,6.4922346967527504,1,1.919680309142541,0
450,21,9,3,6.604583717715761,2,2.305227640950248,0
451,21,10,3,6.884895304580682,1,1.786127482015151,0
452,21,11,3,6.118909066003353,2,4.207668166477485,0
453,21,12,3,5.871507397630564,1,2.6931050844054085,0
454,21,13,3,6.761053088071505,1,3.6054092706085665,0
455,21,14,3,6.2972673782486375,1,2.6096577968596457,0
456,21,15,3,6.062593039706191,2,3.085974410219384,0
457,21,16,3,6.132612196154492,1,3.871952713019942,0
458,21,17,3,6.241101119314902,1,3.800216699508888,0
459,21,18,3,6.146578119357621,2,4.8804684489528425,1
460,21,19,3,6.643044566544358,2,2.0065514020398276,0
462,22,0,2,5.759642375590577,1,1.4820068121483911,0
463,22,1,2,6.377517128545226,2,1.1783536034358504,0
464,22,2,2,6.043630754432218,2,2.453077540600386,0
465,22,3,2,6.4306964221953224,2,4.675142949408205,1
466,22,4,2,5.27026544220239,1,0.7003695248300663,0
467,22,5,2,6.892686471742062,1,3.043729698518918,0
468,22,6,2,6.7765346656109235,1,2.567320966001672,0
469,22,7,2,6.793050106792108,2,3.3051656530826863,0
470,22,8,2,6.4922346967527504,1,1.919680309142541,0
471,22,9,2,6.604583717715761,2,2.305227640950248,0
472,22,10,2,6.884895304580682,1,1.786127482015151,0
473,22,11,2,6.118909066003353,2,4.207668166477485,0
474,22,12,2,5.871507397630564,1,2.6931050844054085,0
475,22,13,2,6.761053088071505,1,3.6054092706085665,0
476,22,14,2,6.2972673782486375,1,2.6096577968596457,0
477,22,15,2,6.062593039706191,2,3.085974410219384,0
478,22,16,2,6.132612196154492,1,3.871952713019942,0
479,22,17,2,6.241101119314902,1,3.800216699508888,0
480,22,18,2,6.146578119357621,2,4.8804684489528425,0
481,22,19,2,6.643044566544358,2,2.0065514020398276,0
483,23,0,3,5.759642375590577,1,1.4820068121483911,0
484,23,1,3,6.377517128545226,2,1.1783536034358504,0
485,23,2,3,6.043630754432218,2,2.453077540600386,0
486,23,3,3,6.4306964221953224,2,4.675142949408205,0
487,23,4,3,5.27026544220239,1,0.7003695248300663,0
488,23,5,3,6.892686471742062,1,3.043729698518918,0
489,23,6,3,6.7765346656109235,1,2.567320966001672,0
490,23,7,3,6.793050106792108,2,3.3051656530826863,0
491,23,8,3,6.4922346967527504,1,1.919680309142541,0
492,23,9,3,6.604583717715761,2,2.305227640950248,0
493,23,10,3,6.884895304580682,1,1.786127482015151,0
494,23,11,3,6.118909066003353,2,4.207668166477485,0
495,23,12,3,5.871507397630564,1,2.6931050844054085,0
496,23,13,3,6.761053088071505,1,3.6054092706085665,1
497,23,14,3,6.2972673782486375,1,2.6096577968596457,0
498,23,15,3,6.062593039706191,2,3.085974410219384,0
499,23,16,3,6.132612196154492,1,3.871952713019942,0
500,23,17,3,6.241101119314902,1,3.800216699508888,0
501,23,18,3,6.146578119357621,2,4.8804684489528425,0
502,23,19,3,6.643044566544358,2,2.0065514020398276,0
504,24,0,3,5.759642375590577,1,1.4820068121483911,0
505,24,1,3,6.377517128545226,2,1.1783536034358504,0
506,24,2,3,6.043630754432218,2,2.453077540600386,0
507,24,3,3,6.4306964221953224,2,4.675142949408205,0
508,24,4,3,5.27026544220239,1,0.7003695248300663,0
